,Name,Race,Class_1,Subclass_1,Class_level_1,Class_2,Subclass_2,Class_level_2,Num_of_classes,Total_lvl,Alignment,Skills,Feats,HP,AC,Str,Dex,Con,Int,Wis,Cha,Spellcaster,Num_of_spells
4455,focused_knuth,Human,Cleric,Death Domain,2,,,,1,2,NG,History; Religion; Insight; Medicine; Perception,Resilient,17,17,13,12,14,10,18,8,True,10
4456,priceless_shockley,Kenku,Ranger,,2,,,,1,2,,Acrobatics; Stealth; Investigation; Nature; Insight; Perception; Survival,,23,16,9,17,15,12,14,10,False,0
4457,admiring_darwin,Tabaxi,Monk,,2,,,,1,2,NN,Athletics; Acrobatics; Stealth; Insight; Perception; Survival,,15,14,10,16,13,10,13,11,False,0
4458,trusting_bell,Tiefling,Sorcerer,Divine Soul,2,,,,1,2,LE,Sleight of Hand; Deception; Intimidation; Persuasion,,14,12,9,15,15,13,12,18,True,9
4459,stoic_roentgen,Tiefling,Warlock,The Hexblade,2,,,,1,2,CG,Arcana; Investigation; Deception; Intimidation,,17,13,9,14,14,11,13,16,True,9
4460,objective_kowalevski,Half-Elf,Bard,,2,,,,1,2,CN,Acrobatics; Stealth; Perception; Deception; Intimidation; Performance; Persuasion,,22,13,4,15,16,11,12,19,True,7
4461,cool_herschel,Aasimar,Paladin,,2,,,,1,2,LG,Athletics; Religion; Insight; Intimidation,,20,19,17,12,14,11,11,18,True,6
4462,elastic_jennings,Human,Cleric,Life Domain,2,,,,1,2,NG,History; Religion; Medicine; Perception; Persuasion,Resilient,17,16,14,11,16,12,17,9,True,10
4463,xenodochial_mcnulty,Goliath,Fighter,,2,,,,1,2,CN,Athletics; Survival; Intimidation; Persuasion,,24,16,19,12,18,10,11,11,False,0
4464,cranky_sutherland,Human,Druid,Circle of the Moon,2,,,,1,2,,Athletics; Nature; Animal Handling; Perception; Survival; Deception,Prodigy,15,13,8,14,12,10,16,14,True,7
4465,nostalgic_moser,Firbolg,Druid,Circle of the Land,2,,,,1,2,NG,Religion; Insight; Medicine; Perception,,6,13,12,14,13,10,19,12,True,6
4466,elegant_swartz,Triton,Warlock,The Celestial,2,,,,1,2,,Investigation; Medicine; Perception; Deception,,20,14,12,14,14,12,16,16,True,8
4467,suspicious_blackwell,Aasimar,Paladin,,2,,,,1,2,LN,Arcana; History; Religion; Persuasion,,18,19,14,12,12,13,16,20,True,2
4468,festive_euclid,Tiefling,Warlock,The Fiend,2,,,,1,2,,Arcana; Investigation; Insight; Perception,,17,13,8,14,14,12,12,16,True,6
4469,naughty_dirac,Halfling,Barbarian,,2,,,,1,2,NN,Athletics; Nature; Perception; Survival,,26,17,17,17,18,7,13,13,False,0
4470,focused_proskuriakova,Turtle,Cleric,Grave Domain,2,,,,1,2,,Religion; Insight; Medicine; Survival; Persuasion,,15,17,16,13,12,10,16,8,True,8
4471,affectionate_booth,Yaun-Ti,Warlock,The Undying,2,,,,1,2,,Investigation; Insight; Intimidation; Persuasion,,15,12,8,12,13,15,10,17,True,6
4472,sharp_taussig,Triton,Paladin,,2,,,,1,2,,Athletics; Religion; Medicine; Persuasion,,20,16,16,8,14,10,12,15,False,0
4473,trusting_clarke,Bugbear,Monk,,2,,,,1,2,,Athletics; Acrobatics; Stealth; Insight; Deception,,15,14,16,16,12,10,13,8,False,0
4474,silly_davinci,Halfling,Rogue,,2,,,,1,2,,Acrobatics; Sleight of Hand; Stealth; Investigation; Deception; Performance,,15,14,8,16,12,13,10,16,False,0
4475,blissful_easley,Gnome,Sorcerer,Wild Magic,2,,,,1,2,CN,Arcana; Animal Handling; Insight; Survival,,14,12,10,14,14,14,10,15,True,7
4476,sleepy_archimedes,Human,Cleric,Life Domain,2,,,,1,2,LN,History; Religion; Insight; Persuasion,,21,18,13,15,18,12,19,12,True,11
4477,brave_northcutt,Half-Elf,Cleric,Arcana Domain,2,,,,1,2,,Arcana; Religion; Insight; Medicine; Persuasion,,18,17,14,12,13,10,16,12,True,2
4478,laughing_bell,Tiefling,Paladin,,2,,,,1,2,,Athletics; Religion; Insight; Intimidation,,22,16,14,12,12,12,10,16,False,0
4479,condescending_mclean,Dwarf,Bard,,2,,,,1,2,,Acrobatics; Stealth; Deception; Performance; Persuasion,,22,12,12,12,15,12,10,15,False,0
4480,zealous_galileo,Half-Elf,Wizard,Bladesinging,2,,,,1,2,,Arcana; History; Investigation; Insight; Performance,,12,12,10,14,10,16,13,14,False,0
4481,serene_tharp,Dragonborn,Barbarian,,2,,,,1,2,,Athletics; Perception; Survival; Deception,,24,12,17,12,13,11,11,13,False,0
4482,suspicious_tharp,Elf,Wizard,School of Evocation,2,,,,1,2,,Athletics; Arcana; Insight; Perception,,13,11,14,13,13,16,12,12,True,6
4483,quizzical_tu,Human,Ranger,,2,,,,1,2,NG,Athletics; Stealth; Insight; Perception; Survival,,17,16,17,17,17,14,12,11,True,2
4484,eloquent_goldberg,Human,Sorcerer,Draconic Bloodline,2,,,,1,2,,Arcana; History; Insight; Persuasion,,12,14,11,13,13,16,16,15,True,5
4485,boring_sammet,Elf,Druid,Circle of the Moon,2,,,,1,2,CG,Athletics; Nature; Animal Handling; Perception; Survival,,18,14,12,16,12,10,16,10,True,8
4486,confident_tu,Tabaxi,Fighter,,2,,,,1,2,,Acrobatics; Stealth; Animal Handling; Perception; Survival; Intimidation,,20,14,12,17,15,12,8,10,False,0
4487,gallant_einstein,Human,Monk,,2,,,,1,2,,Athletics; Acrobatics; Religion; Medicine,,17,15,13,16,14,11,15,9,False,0
4488,brave_ardinghelli,Gnome,Wizard,School of Divination,2,,,,1,2,LN,Arcana; History; Investigation; Perception,,12,12,12,15,15,18,13,13,True,11
4489,festive_leakey,Human,Fighter,,2,,,,1,2,,Athletics; Acrobatics; Perception; Intimidation,Shield Master,23,19,13,16,16,10,8,10,False,0
4490,nervous_liskov,Elf,Fighter,,2,,,,1,2,,Athletics; Acrobatics; Perception; Intimidation,,20,16,11,17,14,12,10,11,False,0
4491,magical_thompson,Dragonborn,Ranger,,2,,,,1,2,NN,Athletics; Sleight of Hand; Stealth; Nature; Perception; Survival; Deception,,22,15,16,17,16,14,16,13,True,2
4492,peaceful_stallman,Dwarf,Barbarian,,2,,,,1,2,,Athletics; Perception; Survival; Intimidation,,21,15,16,14,16,10,12,8,False,0
4493,elated_jones,Tabaxi,Ranger,,2,,,,1,2,CN,Athletics; Stealth; Investigation; Nature; Insight; Perception; Survival,,18,14,10,17,13,8,12,15,False,0
4494,nostalgic_albattani,Tabaxi,Ranger,,2,,,,1,2,CN,Athletics; Sleight of Hand; Stealth; Insight; Perception; Survival; Deception,,14,14,10,17,13,8,12,15,False,0
4495,nifty_sinoussi,Human,Fighter,,2,,,,1,2,,Athletics; Animal Handling; Insight; Perception; Intimidation,Dual Wielder,24,17,18,14,16,13,14,10,False,0
4496,nostalgic_nobel,Gnome,Wizard,School of Evocation,2,,,,1,2,,Arcana; Investigation; Insight; Persuasion,,15,13,12,17,17,20,16,14,False,0
4497,admiring_yalow,Elf,Druid,Circle of the Land,2,,,,1,2,,Arcana; History; Nature; Perception; Survival,,15,17,12,18,12,12,18,10,False,0
4498,jolly_dirac,Human,Wizard,Lore Mastery,2,,,,1,2,,Arcana; History; Investigation; Religion,Linguist,16,11,8,13,14,17,10,12,False,0
4499,wonderful_mcclintock,Tiefling,Bard,,2,,,,1,2,,Acrobatics; Stealth; Arcana; Deception; Performance,,18,13,15,14,13,14,10,12,True,3
4500,thirsty_swartz,Gnome,Cleric,Trickery Domain,2,,,,1,2,,Athletics; Religion; Survival; Persuasion,,16,17,12,19,10,10,22,14,True,9
4501,cranky_ritchie,Dragonborn,Ranger,,2,,,,1,2,,Athletics; Stealth; Nature; Perception; Persuasion,,28,15,18,12,18,11,11,13,False,0
4502,nostalgic_cohen,Gnome,Druid,Circle of Dreams,2,,,,1,2,NG,Athletics; Nature; Animal Handling; Survival,,16,15,14,15,10,16,22,10,True,5
4503,nostalgic_lalande,Dwarf,Barbarian,,2,,,,1,2,CG,Athletics; Nature; Survival; Intimidation,,28,17,22,20,15,14,10,3,False,0
4504,nifty_wozniak,Gnome,Paladin,,2,,,,1,2,,Athletics; Survival; Intimidation; Persuasion,,26,17,22,15,16,10,12,20,True,2
4505,quizzical_bassi,Tiefling,Barbarian,,2,,,,1,2,,Athletics; Religion; Insight; Intimidation,,28,16,22,19,15,1,10,16,False,0
4506,lucid_rosalind,Dwarf,Barbarian,,2,,,,1,2,CG,Athletics; Animal Handling; Survival; Intimidation,,28,14,22,15,15,3,19,10,False,0
4507,brave_brahmagupta,Gnome,Ranger,,2,,,,1,2,CG,Athletics; Stealth; Nature; Perception; Survival,,21,17,8,22,9,20,14,10,True,2
4508,stupefied_cori,Dwarf,Barbarian,,2,,,,1,2,CG,Athletics; Perception; Survival; Intimidation,,34,16,22,13,20,12,1,16,False,0
4509,zealous_dubinsky,Dragonborn,Ranger,,2,,,,1,2,,Athletics; Stealth; Investigation; Insight; Perception,,16,16,16,16,10,13,14,15,False,0
4510,quizzical_bohr,Halfling,Rogue,,2,,,,1,2,,Acrobatics; Sleight of Hand; Stealth; Investigation; Insight; Perception,,19,16,11,20,16,17,17,14,False,0
4511,magical_banach,Gnome,Sorcerer,Shadow Magic,2,,,,1,2,,Arcana; History; Insight; Persuasion,,14,12,8,14,14,14,10,15,False,0
4512,bold_proskuriakova,Dragonborn,Paladin,,2,,,,1,2,,Athletics; Insight; Survival; Intimidation,,18,16,14,15,13,10,8,15,False,0
4513,nifty_antonelli,Human,Rogue,,2,,,,1,2,,Acrobatics; Stealth; Investigation; Insight; Perception; Deception; Persuasion,Skulker,19,16,14,16,16,13,11,13,False,0
4514,jovial_lewin,Dwarf,Cleric,Life Domain,2,,,,1,2,NG,Athletics; Religion; Insight; Intimidation,,17,17,14,13,16,10,16,14,True,5
4515,sad_ritchie,Tabaxi,Monk,,2,,,,1,2,CG,Athletics; Stealth; Religion; Insight; Medicine; Perception,,15,15,10,16,13,10,14,15,False,0
4516,trusting_margulis,Turtle,Monk,,2,,,,1,2,CN,Athletics; Acrobatics; Animal Handling; Survival,,20,20,11,18,14,11,16,11,False,0
4517,mystifying_austin,Elf,Rogue,,2,,,,1,2,,Athletics; Acrobatics; Stealth; Investigation; Insight; Perception; Deception,,15,15,8,17,12,15,13,10,True,1
4518,compassionate_nightingale,Genasi,Wizard,School of Divination,2,,,,1,2,CG,Arcana; History; Investigation; Religion; Persuasion,,14,12,8,14,15,16,10,12,True,13
4519,nostalgic_edison,Half-Elf,Monk,,2,,,,1,2,CN,Athletics; Acrobatics; Sleight of Hand; Stealth; Deception,,20,15,8,17,14,10,14,14,False,0
4520,stupefied_khorana,Elf,Cleric,Trickery Domain,2,,,,1,2,,History; Religion; Insight; Perception; Persuasion,,15,16,8,17,12,12,14,12,True,2
4521,friendly_blackburn,Gnome,Wizard,School of Abjuration,2,,,,1,2,,Arcana; History; Investigation; Religion,,14,12,8,15,14,17,12,8,False,0
4522,suspicious_hodgkin,Gnome,Fighter,,2,,,,1,2,CG,Athletics; Animal Handling; Perception; Survival,,20,16,15,12,14,15,10,9,False,0
4523,lucid_albattani,Elf,Ranger,,2,,,,1,2,,Athletics; Stealth; Animal Handling; Perception; Survival,,18,14,12,17,12,10,15,8,False,0
4524,mystifying_vaughan,Tiefling,Paladin,,2,,,,1,2,,Athletics; Religion; Insight; Medicine,,20,18,15,9,14,11,11,16,False,0
4525,pensive_volhard,Turtle,Revised Ranger,,2,,,,1,2,NG,Athletics; Nature; Insight; Perception; Survival,,20,19,17,7,11,14,14,9,False,0
4526,hardcore_raman,Human,Paladin,,2,,,,1,2,,Athletics; History; Animal Handling; Insight; Persuasion,Sentinel,24,18,18,12,15,11,14,16,False,0
4527,inspiring_pike,Halfling,Bard,,2,,,,1,2,,Sleight of Hand; Deception; Persuasion,,19,12,9,13,16,13,13,17,False,0
4528,loving_agnesi,Half-Elf,Druid,Circle of Dreams,2,,,,1,2,,Acrobatics; Arcana; Religion; Insight; Survival; Performance,,24,14,15,16,18,13,18,12,False,0
4529,vigilant_nobel,Dragonborn,Sorcerer,Storm Sorcery,2,,,,1,2,CN,Sleight of Hand; Deception; Intimidation; Persuasion,,9,15,10,14,13,12,10,16,True,6
4530,hopeful_haslett,Tiefling,Rogue,,2,,,,1,2,CN,Acrobatics; Stealth; Insight; Perception; Deception; Persuasion,,5,14,8,17,9,16,11,13,False,0
4531,nifty_mclaren,Elf,Druid,Circle of the Land,2,,,,1,2,,Nature; Religion; Animal Handling; Medicine; Perception,,20,16,10,16,14,10,14,12,False,0
4532,tender_visvesvaraya,Elf,Cleric,War Domain,2,,,,1,2,,History; Religion; Insight; Perception; Persuasion,,20,18,15,10,15,10,14,10,True,2
4533,sleepy_chebyshev,Human,Paladin,,2,,,,1,2,,Stealth; Animal Handling; Insight; Survival; Persuasion,Dual Wielder,24,19,10,16,14,10,12,14,False,0
4534,gracious_bhaskara,Human,Fighter,,2,,,,1,2,,Athletics; Animal Handling; Insight; Intimidation,,24,16,16,13,14,12,14,10,False,0
4535,fervent_aryabhata,Half-Elf,Paladin,,2,,,,1,2,,Athletics; Acrobatics; Religion; Insight; Medicine; Intimidation,,24,18,10,14,14,10,14,16,False,0
4536,zen_nobel,Elf,Rogue,,2,,,,1,2,,Athletics; Acrobatics; Sleight of Hand; Investigation; Religion; Medicine; Perception,,18,14,10,16,13,12,14,12,False,0
4537,peaceful_joliot,Goblin,Rogue,,2,,,,1,2,,Sleight of Hand; Stealth; Insight; Medicine; Deception; Performance,,10,14,12,17,10,14,10,10,False,0
4538,goofy_jennings,Half-Elf,Sorcerer,Divine Soul,2,,,,1,2,LG,Arcana; History; Nature; Insight; Medicine; Persuasion,,14,12,10,14,12,12,14,16,True,8
4539,eager_elion,Half-Elf,Warlock,The Celestial,2,,,,1,2,CG,Sleight of Hand; Stealth; Arcana; Insight; Perception; Deception,,13,16,8,16,10,10,14,17,True,7
4540,clever_perlman,Gnome,Rogue,,2,,,,1,2,,Sleight of Hand; Stealth; Investigation; Insight; Perception; Persuasion,,11,10,5,10,10,10,12,8,False,0
4541,nervous_maxwell,Dragonborn,Fighter,,2,,,,1,2,NG,Religion; Medicine; Survival; Intimidation,,40,18,18,8,12,10,15,14,True,6
4542,admiring_payne,Gnome,Rogue,,2,,,,1,2,,Investigation; Religion; Deception; Intimidation,,17,13,9,16,15,14,10,10,False,0
4543,suspicious_perlman,Goblin,Warlock,The Genie,1,,,,1,1,,Stealth; Deception,,10,15,9,18,14,12,10,16,False,0
4544,boring_edison,Aasimar,Ranger,,1,,,,1,1,NG,Stealth; Nature; Insight; Perception; Survival,,12,14,10,17,14,12,14,8,False,0
4545,dazzling_snyder,Minotaur,Fighter,,1,,,,1,1,CN,Stealth; Insight; Survival; Deception; Intimidation,,13,18,13,17,17,8,14,10,False,0
4546,charming_dubinsky,Kenku,Bard,,1,,,,1,1,,Acrobatics; Sleight of Hand; Stealth; Investigation; Deception; Performance; Persuasion,,10,13,8,16,14,12,9,15,True,6
4547,flamboyant_khorana,Dragonborn,Fighter,,1,,,,1,1,NG,Athletics; Acrobatics; Insight; Intimidation,,12,16,17,12,14,8,10,14,False,0
4548,youthful_elgamal,Warforged,Fighter,,1,,,,1,1,NN,Acrobatics; Investigation; Insight; Perception; Survival,,10,17,16,14,14,10,13,8,False,0
4549,stoic_torvalds,Yaun-Ti,Rogue,,1,,,,1,1,CN,Acrobatics; Sleight of Hand; Stealth; Deception; Persuasion,,9,13,8,14,13,16,10,14,False,0
4550,condescending_joliot,Half-Orc,Barbarian,,1,,,,1,1,CG,Athletics; Stealth; Animal Handling; Perception; Survival; Intimidation,,17,19,20,18,20,13,13,16,False,0
4551,musing_albattani,Changeling,Warlock,The Fathomless,1,,,,1,1,,Arcana; History; Religion; Medicine; Deception; Intimidation,,7,10,9,6,11,10,12,17,False,0
4552,epic_shtern,Human,Wizard,,1,,,,1,1,,Arcana; History; Investigation; Insight,,8,12,9,14,15,16,13,11,True,9
4553,modest_herschel,Warforged,Paladin,,1,,,,1,1,,Acrobatics; Stealth; Intimidation; Performance; Persuasion,,12,14,8,16,15,10,12,14,False,0
4554,stupefied_leavitt,Lizardfolk,Paladin,,1,,,,1,1,,Stealth; Nature; Religion; Survival; Deception; Intimidation,,13,10,15,10,16,13,8,13,False,0
4555,naughty_snyder,Halfling,Druid,,1,,,,1,1,,Nature; Animal Handling; Medicine; Survival,,9,12,14,10,13,10,15,13,False,0
4556,infallible_montalcini,Dwarf,Barbarian,,1,,,,1,1,,Athletics; Arcana; History; Intimidation,,15,14,17,13,16,10,12,8,False,0
4557,competent_chaum,Gnome,Wizard,,1,,,,1,1,,Acrobatics; Arcana; History; Performance,,6,12,13,15,10,17,12,8,False,0
4558,modest_ardinghelli,Human,Paladin,,1,,,,1,1,,Athletics; Arcana; Religion; Medicine,,1,16,15,13,13,12,13,15,False,0
4559,competent_kalam,Goblin,Bard,,1,,,,1,1,,Sleight of Hand; Stealth; Investigation; Intimidation; Persuasion,,10,17,12,16,14,10,8,15,True,6
4560,charming_ardinghelli,Human,Rogue,,1,,,,1,1,,Athletics; Stealth; Survival; Intimidation,,9,12,15,14,13,11,16,9,False,0
4561,zen_lichterman,Human,Barbarian,,1,,,,1,1,,Athletics; Nature; Perception; Intimidation,,14,14,16,14,15,9,13,11,False,0
4562,happy_solomon,Human,Fighter,,1,,,,1,1,,Athletics; Sleight of Hand; Stealth; Intimidation,,12,19,16,16,14,9,11,11,False,0
4563,dreamy_chandrasekhar,Human,Fighter,,1,,,,1,1,,Athletics; Acrobatics; Perception; Intimidation,Polearm Master,13,16,17,16,17,9,12,10,False,0
4564,sharp_payne,Warforged,Cleric,Grave Domain,1,,,,1,1,,History; Religion; Insight; Medicine; Persuasion,,10,17,12,8,15,10,15,15,True,3
4565,dazzling_heyrovsky,Halfling,Fighter,,1,,,,1,1,,Athletics; Acrobatics; Insight; Perception,,15,18,16,18,17,13,14,15,False,0
4566,sleepy_lamport,Half-Elf,Rogue,,1,,,,1,1,,Athletics; Acrobatics; Sleight of Hand; Stealth; Insight; Deception; Performance; Persuasion,,8,14,8,16,10,13,13,16,False,0
4567,confident_colden,Half-Orc,Barbarian,,1,,,,1,1,,Athletics; Insight; Perception; Survival; Intimidation,,15,14,16,13,16,8,12,10,False,0
4568,vigilant_williams,Leonin,Paladin,,1,,,,1,1,,Athletics; Insight; Perception; Intimidation,,9,17,13,12,15,13,12,13,False,0
4569,reverent_proskuriakova,Eladrin,Warlock,The Fiend,1,,,,1,1,,History; Perception; Deception; Intimidation; Persuasion,,8,14,8,16,13,10,12,16,False,0
4570,compassionate_torvalds,Aasimar,Barbarian,,1,,,,1,1,,Athletics; Perception; Survival; Intimidation,,16,17,18,16,18,12,14,14,False,0
4571,kind_shockley,Elf,Cleric,Twilight Domain,1,,,,1,1,,Investigation; Perception,,9,15,15,16,13,12,10,9,True,2
4572,inspiring_leakey,Human,Warlock,The Hexblade,1,,,,1,1,,History; Investigation; Religion; Insight; Perception,Polearm Master,5,14,13,16,10,8,12,18,False,0
4573,magical_ptolemy,,Rogue,,1,,,,1,1,NE,Acrobatics; Sleight of Hand; Stealth; Investigation; Insight; Perception; Deception; Persuasion,,10,14,8,16,15,13,10,13,False,0
4574,jovial_dirac,Tiefling,Artificer,,1,,,,1,1,,Athletics; Sleight of Hand; Arcana; Deception,,11,12,12,8,17,15,12,7,False,0
4575,vibrant_greider,Dwarf,Cleric,Life Domain,1,,,,1,1,,Arcana; History; Insight; Persuasion,,10,12,10,9,12,10,17,14,True,2
4576,objective_germain,Half-Orc,Barbarian,,1,,,,1,1,,Athletics; Stealth; Survival; Deception; Intimidation,,15,15,18,14,16,15,13,7,False,0
4577,determined_bhaskara,Goliath,Cleric,Twilight Domain,1,,,,1,1,,Athletics; History; Religion; Insight; Medicine,,11,18,10,15,16,8,15,8,True,2
4578,jolly_mirzakhani,Gnome,Warlock,The Undying,1,,,,1,1,,Athletics; Arcana; Deception; Intimidation,,10,11,15,9,15,10,8,15,True,7
4579,eager_ganguly,Goblin,Rogue,,1,,,,1,1,,Acrobatics; Sleight of Hand; Stealth; Investigation; Perception; Deception,,10,15,12,18,14,15,14,10,False,0
4580,pensive_mayer,Halfling,Barbarian,,1,,,,1,1,,Athletics; Acrobatics; Perception; Intimidation,,15,17,17,18,16,13,14,15,False,0
4581,distracted_merkle,Kobold,Rogue,,1,,,,1,1,,Athletics; Acrobatics; Stealth; Investigation; Religion; Perception,,10,14,6,16,14,10,14,12,False,0
4582,hungry_shaw,Tiefling,Sorcerer,Aberrant Mind,1,,,,1,1,,Athletics; Arcana; Survival; Intimidation,,8,13,8,16,14,11,10,15,True,3
4583,heuristic_knuth,Changeling,Paladin,,1,,,,1,1,,Athletics; Insight; Medicine; Intimidation; Persuasion,,11,13,16,12,13,8,10,16,False,0
4584,dazzling_brahmagupta,Kobold,Wizard,,1,,,,1,1,,Arcana; History; Investigation; Religion; Perception,,7,12,8,15,12,18,15,11,True,9
4585,sad_blackburn,Changeling,Rogue,,1,,,,1,1,,Athletics; Acrobatics; Sleight of Hand; Stealth; Deception; Performance; Persuasion,,8,14,8,16,10,13,12,16,False,0
4586,pensive_turing,,Warlock,The Hexblade,1,,,,1,1,,Arcana; Investigation; Deception; Intimidation,,10,13,13,15,14,11,9,16,False,0
4587,cranky_murdock,,Paladin,,1,,,,1,1,,Athletics; Religion; Animal Handling; Persuasion,,12,18,16,13,14,9,11,15,False,0
4588,naughty_matsumoto,,Monk,,1,,,,1,1,,Acrobatics; Stealth; Religion; Medicine,,10,15,9,16,14,13,15,11,False,0
4589,cool_blackwell,Goblin,Warlock,The Genie,1,,,,1,1,,Stealth; Deception,,10,15,8,18,14,12,10,16,False,0
4590,agitated_pare,Dwarf,Druid,,1,,,,1,1,,Arcana; History; Religion; Perception,,10,13,11,10,16,12,15,12,False,0
4591,wonderful_hawking,,Rogue,,1,,,,1,1,,Athletics; Sleight of Hand; Stealth; Investigation; Perception; Deception,,9,14,11,16,13,14,9,15,False,0
4592,quizzical_colden,,Ranger,,1,,,,1,1,,Athletics; Stealth; Animal Handling; Perception; Survival,,12,16,14,16,15,11,13,9,False,0
4593,elegant_bhaskara,,Fighter,,1,,,,1,1,,Athletics; Perception; Survival; Intimidation,,12,16,16,14,15,13,9,11,False,0
4594,kind_benz,,Druid,,1,,,,1,1,,Nature; Animal Handling; Medicine; Survival,,10,12,14,13,15,11,16,9,False,0
4595,competent_herschel,,Barbarian,,1,,,,1,1,,Athletics; Perception; Survival; Intimidation,,14,14,16,14,15,9,11,13,False,0
4596,awesome_joliot,Lizardfolk,Wizard,,1,,,,1,1,,Athletics; Arcana; Investigation; Nature; Perception; Survival,,8,14,11,12,15,18,16,11,True,9
4597,silly_kare,,Cleric,War Domain,1,,,,1,1,,History; Religion; Insight; Medicine,,10,18,15,13,14,9,16,11,True,2
4598,hungry_visvesvaraya,,Sorcerer,Wild Magic,1,,,,1,1,,Arcana; Investigation; Insight; Persuasion,,8,12,9,14,15,13,11,16,False,0
4599,gallant_napier,,Wizard,,1,,,,1,1,,Arcana; History; Investigation; Insight,,6,12,9,15,11,16,14,13,False,0
4600,cool_rhodes,Simic hybrid,Wizard,,1,,,,1,1,,Arcana; Investigation; Insight; Medicine,,9,10,11,10,16,18,13,14,True,9
4601,relaxed_dhawan,Leonin,Ranger,,1,,,,1,1,,Athletics; Stealth; Nature; Perception; Deception,,13,14,13,16,16,13,10,14,False,0
4602,silly_thompson,Turtle,Cleric,Twilight Domain,1,,,,1,1,,History; Animal Handling; Medicine; Survival,,9,19,11,8,13,14,17,12,True,2
4603,nifty_ritchie,,Paladin,,1,,,,1,1,,Insight; Persuasion,Slasher,12,16,13,14,14,8,8,17,False,0
4604,eloquent_newton,Shifter,Barbarian,,1,,,,1,1,,Athletics; Nature; Perception; Survival; Intimidation,,15,13,16,10,16,8,14,10,False,0
4605,naughty_grothendieck,Halfling,Rogue,,1,,,,1,1,,Sleight of Hand; Stealth; Investigation; Perception; Deception; Persuasion,,7,15,7,18,9,11,14,17,False,0
4606,xenodochial_ride,Elf,Artificer,,1,,,,1,1,,Acrobatics; Arcana; Investigation; Perception; Performance,,10,14,8,15,14,14,14,10,False,0
4607,sad_ganguly,,Druid,,1,,,,1,1,LN,Arcana; Nature; Medicine; Survival,,11,13,10,11,17,12,19,9,False,0
4608,stoic_fermat,Halfling,Barbarian,,1,,,,1,1,,Athletics; Nature; Perception; Survival,,16,19,17,20,18,13,14,14,False,0
4609,jolly_engelbart,Gnome,Ranger,,1,,,,1,1,,Athletics; Nature; Animal Handling; Perception; Survival,,11,14,8,16,13,14,14,10,False,0
4610,goofy_vaughan,Halfling,Artificer,,1,,,,1,1,,Arcana; History; Insight; Persuasion,,10,16,8,16,14,15,12,10,False,0
4611,romantic_mahavira,Elf,Fighter,,1,,,,1,1,,Acrobatics; Animal Handling; Perception; Survival; Intimidation,,11,16,10,16,13,8,16,12,False,0
4612,gracious_merkle,Tiefling,Warlock,The Fiend,1,,,,1,1,,Acrobatics; Investigation; Deception; Performance,,10,11,8,10,14,15,10,17,False,0
4613,elated_aryabhata,Tiefling,Druid,,1,,,,1,1,CG,Religion; Animal Handling; Medicine; Perception,,10,14,8,12,14,11,15,15,False,0
4614,happy_tereshkova,Tiefling,Sorcerer,Draconic Bloodline,1,,,,1,1,,History; Deception; Intimidation; Persuasion,,9,15,8,14,14,12,10,17,True,6
4615,infallible_babbage,Tiefling,Warlock,The Hexblade,1,,,,1,1,,Arcana; History; Deception; Persuasion,,8,12,8,15,11,14,10,16,False,0
4616,nifty_blackburn,Human,Paladin,,1,,,,1,1,,Athletics; Insight; Perception; Deception; Persuasion,Polearm Master,13,18,15,14,17,13,13,18,False,0
4617,distracted_wright,Half-Orc,Barbarian,,1,,,,1,1,,Athletics; Perception; Survival; Intimidation,,11,14,17,14,14,12,10,8,False,0
4618,reverent_jackson,Elf,Druid,,1,,,,1,1,,Religion; Insight; Medicine; Perception; Survival,,10,16,10,16,14,10,16,8,False,0
4619,jolly_greider,Human,Paladin,,1,,,,1,1,,Athletics; Insight; Intimidation; Persuasion,Polearm Master,13,18,15,14,16,13,13,19,False,0
4620,sharp_cocks,Changeling,Rogue,,1,,,,1,1,,Acrobatics; Sleight of Hand; Stealth; Investigation; Insight; Perception; Deception; Persuasion,,9,14,10,16,12,8,13,16,False,0
4621,crazy_blackwell,Goliath,Barbarian,,1,,,,1,1,,Athletics; Acrobatics; Animal Handling; Perception; Performance,,15,14,16,12,16,8,8,14,False,0
4622,pedantic_dirac,Elf,Wizard,,1,,,,1,1,,Arcana; History; Investigation; Medicine; Perception,,7,13,10,16,13,16,10,10,True,7
4623,fervent_mendeleev,Tiefling,Warlock,The Fiend,1,,,,1,1,,Arcana; History; Deception; Persuasion,,10,12,12,12,14,10,10,17,True,5
4624,silly_wilson,Human,Fighter,,1,,,,1,1,,Athletics; Animal Handling; Perception; Survival,,13,18,16,10,16,10,14,11,False,0
4625,eloquent_galileo,Kenku,Fighter,,1,,,,1,1,,Athletics; Acrobatics; Stealth; Insight; Perception; Intimidation,,11,14,12,16,12,12,13,12,False,0
4626,gallant_zhukovsky,Human,Cleric,Life Domain,1,,,,1,1,,History; Religion; Insight; Medicine,,11,18,11,12,16,11,16,11,True,8
4627,jolly_shtern,Goliath,Barbarian,,1,,,,1,1,,Athletics; Nature; Survival; Intimidation,,15,15,16,14,16,8,10,10,False,0
4628,awesome_lovelace,Halfling,Rogue,,1,,,,1,1,,Sleight of Hand; Stealth; Investigation; Perception; Deception; Persuasion,,9,14,10,16,13,10,10,16,False,0
4629,pensive_noether,Human,Wizard,,1,,,,1,1,,Arcana; History; Investigation; Insight; Perception,Resilient,8,12,8,15,14,16,12,10,False,0
